AC Name,AC No.,Type,District,Winning Candidate,Party,EVM Votes,"Postal Votes	","Total Votes	",% of Votes
Abohar,81,GEN,Firozpur,SANDEEP JAKHAR,Indian National Congress,49390,534,49924,37.51
Adampur,38,SC,Jalandhar,SUKHWINDER SINGH KOTLI,Indian National Congress,39373,181,39554,34.77
Ajnala,11,GEN,Amritsar,KULDEEP SINGH DHALIWAL,Aam Aadmi Party,43257,298,43555,35.69
Amargarh,106,GEN,Sangrur,PROF. JASWANT SINGH GAJJAN MAJRA,Aam Aadmi Party,44294,229,44523,34.28
Amloh,56,GEN,Fatehgarh Sahib,Gurinder Singh Garry Birring,Aam Aadmi Party,52648,264,52912,46.43
Amritsar Central,17,GEN,Amritsar,AJAY GUPTA,Aam Aadmi Party,40748,89,40837,46.83
Amritsar East,18,GEN,Amritsar,JEEVAN JYOT KAUR,Aam Aadmi Party,39520,159,39679,36.74
Amritsar North,15,GEN,Amritsar,KUNWAR VIJAY PRATAP SINGH,Aam Aadmi Party,57830,303,58133,46.98
Amritsar South,19,GEN,Amritsar,INDERBIR SINGH NIJJAR,Aam Aadmi Party,52907,146,53053,50.1
Amritsar West,16,SC,Amritsar,DR. JASBIR SINGH SANDHU,Aam Aadmi Party,68848,403,69251,58.39
Anandpur Sahib,49,GEN,Rupnagar,HARJOT SINGH BAINS,Aam Aadmi Party,81730,402,82132,57.92
Atam Nagar,62,GEN,Ludhiana,KULWANT SINGH SIDHU,Aam Aadmi Party,44369,232,44601,42.44
Attari,20,SC,Amritsar,JASWINDER SINGH,Aam Aadmi Party,56515,283,56798,44.32
Baba Bakala,25,SC,Amritsar,DALBIR SINGH TONG,Aam Aadmi Party,52041,427,52468,39.98
Balachaur,48,GEN,Shahid Bhagat Singh Nagar,SANTOSH KUMARI KATARIAA,Aam Aadmi Party,39168,465,39633,34.47
Balluana,82,SC,Firozpur,AMANDEEP SINGH MUSAFIR,Aam Aadmi Party,58439,454,58893,40.91
Banga,46,SC,Shahid Bhagat Singh Nagar,SUKHWINDER KUMAR SUKHI DR.,Shiromani Akali Dal,37106,232,37338,32.38
